Central,Semana,Temporada,Caudal_m3s
11,30,4,61.45923972917839
11,30,5,88.48053417607535
11,31,1,215.12142857142857
11,31,2,146.68284183991196
11,31,3,100.13571428571429
11,31,4,51.081732886027
11,31,5,100.13570000000003
11,32,1,250.3839388841656
11,32,2,158.0195550000033
11,32,3,100.30249999999998
11,32,4,70.90788097293482
11,32,5,100.30249999999998
11,33,1,135.92658951171646
11,33,2,122.01625759775843
11,33,3,87.22285714285712
11,33,4,33.82628097293332
11,33,5,35.32676804801872
11,34,1,112.92332595686688
11,34,2,106.42461183991193
11,34,3,81.18346266093866
11,34,4,29.879999999999995
11,34,5,61.50316882399491
11,35,1,85.02719032215535
11,35,2,80.00969108991194
11,35,3,76.50930264328474
11,35,4,41.038118183370756
11,35,5,77.0097611648645
11,36,1,70.34504643775782
11,36,2,63.84532904092828
11,36,3,60.84662264328418
11,36,4,29.879999999999995
11,36,5,29.879999999999995
11,37,1,60.04733575918638
11,37,2,53.0497734871928
11,37,3,50.04760954436239
11,37,4,37.632500000000135
11,37,5,50.5488833932842
11,38,1,61.82389809071735
11,38,2,55.325994915763815
11,38,3,52.32383097293366
11,38,4,47.37219999999999
11,38,5,47.37219999999999
11,39,1,59.03716422788503
11,39,2,52.538540917252845
11,39,3,49.537570386027596
11,39,4,49.537632886027666
11,39,5,50.037080972934206
11,40,1,54.51920904102049
11,40,2,48.019083860381926
11,40,3,45.02124489931953
11,40,4,45.02121989931956
11,40,5,45.25675862560465
11,41,1,60.39514656410299
11,41,2,54.395373146096404
11,41,3,51.39753418503325
11,41,4,51.39751989931926
11,41,5,51.89593288602762
11,42,1,58.829720363342574
11,42,2,52.830296619447594
11,42,3,49.83112785290123
11,42,4,49.83109928147263
11,42,5,50.33191989931902
11,43,1,54.00291785238342
11,43,2,48.004546879150595
11,43,3,45.00238333304854
11,43,4,45.00239761876283
11,43,5,46.00491989931946
11,44,1,56.10332159252787
11,44,2,50.10495061929434
11,44,3,47.10278707319268
11,44,4,47.10279761876282
11,44,5,47.60449928147318
11,45,1,69.1595722605978
11,45,2,63.16115348295513
11,45,3,60.1610360824541
11,45,4,60.16096599278312
11,45,5,61.16109928147306
11,46,1,62.477264787626154
11,46,2,56.47507451170803
11,46,3,53.97625953155783
11,46,4,53.476307111038594
11,46,5,54.474697618763116
11,47,1,64.36175084179067
11,47,2,58.86018058318093
11,47,3,55.861406721286194
11,47,4,55.86150711103857
11,47,5,56.36146599278311
11,48,1,60.943330221081496
11,48,2,55.44372521676961
11,48,3,52.44351484480978
11,48,4,49.03189211454869
11,48,5,53.44446599278311
13,12,1,63.35186993250247
13,12,2,63.35186993250247
13,12,3,63.35186993250247
13,12,4,63.35189999999997
13,12,5,63.35189999999997
15,1,1,47.120000000000005
15,1,2,47.120000000000005
15,1,3,47.120000000000005
15,1,4,47.120000000000005
15,1,5,47.120000000000005
15,2,1,47.11999999999999
15,2,2,47.12000000000001
15,2,3,47.12
15,2,4,47.12
15,2,5,47.120000000000005
15,3,1,47.120000000000005
15,3,2,47.120000000000005
15,3,3,47.120000000000005
15,3,4,47.120000000000005
15,3,5,47.120000000000005
15,4,1,47.11999999999924
15,4,2,47.11999999999999
15,4,3,47.12
15,4,4,47.11999999999999
15,4,5,47.120000000000005
15,8,1,0.4599947737192629
15,10,1,48.87426498875605
15,10,2,48.87426498875604
15,10,3,48.87426498875604
15,10,4,48.87419999999996
15,10,5,48.874199999999945
15,12,1,430.9538521681974
15,12,2,430.9538521681974
15,12,3,430.9538521681974
15,12,4,430.95390000000003
15,12,5,430.95390000000003
15,13,1,68.50756386506433
15,13,2,68.50756386506433
15,13,3,68.50756386506433
15,13,4,68.50760000000001
15,13,5,68.50760000000001
15,16,1,69.19584662499992
15,16,2,69.19584662499992
15,16,3,69.1958466249999
15,16,4,69.19590000000001
15,16,5,69.19590000000002
15,17,1,10.46292642857145
15,17,2,10.46292642857145
15,17,3,10.46292642857145
15,17,4,10.462899999999976
15,17,5,10.462899999999976
15,19,1,664.1950386668457
15,19,2,564.0967449157639
15,19,3,560.0967198993189
15,19,4,558.0959071110386
15,19,5,560.0968198993189
15,20,1,112.00991874999994
15,20,2,112.00991874999994
15,20,3,112.00991874999994
15,20,4,112.00990000000004
15,20,5,112.00990000000002
15,21,1,57.259746714285725
15,21,2,57.259746714285725
15,21,3,57.259746714285725
15,21,4,57.2598
15,21,5,57.2598
15,22,1,117.649771
15,22,2,117.64977100000006
15,22,3,117.64977100000006
15,22,4,117.64979999999998
15,22,5,117.64979999999998
15,23,1,433.21896723824284
15,23,2,160.42028857142867
15,23,3,297.13981196471343
15,23,4,160.4203
15,23,5,297.1397833932848
15,24,1,52.420000000000016
15,24,2,52.420000000000016
15,24,3,52.420000000000016
15,24,4,52.41999999999997
15,24,5,52.42000000000003
15,25,1,70.97000000000004
15,25,2,70.97000000000003
15,25,3,70.97000000000001
15,25,4,70.97000000000001
15,25,5,70.97000000000001
15,26,1,70.97000000000001
15,26,2,70.97000000000003
15,26,3,70.97000000000001
15,26,4,70.97000000000003
15,26,5,70.97000000000001
15,27,1,70.97000000000001
15,27,2,70.97
15,27,3,70.97000000000001
15,27,4,70.97000000000001
15,27,5,70.97000000000001
15,28,1,70.97000000000001
15,28,2,70.97000000000001
15,28,3,70.97000000000001
15,28,4,70.97000000000001
15,28,5,70.97000000000001
15,29,1,81.57000000000001
15,29,2,81.57000000000001
15,29,3,81.57
15,29,4,81.57
15,29,5,81.57
15,30,1,81.57000000000001
15,30,2,81.57000000000001
15,30,3,81.57000000000001
15,30,4,81.57000000000002
15,30,5,81.57000000000001
15,31,1,31.33377888809646
15,31,2,81.57000000000002
15,31,3,81.57000000000002
15,31,4,81.57
15,31,5,81.57000000000001
15,32,1,25.05
15,32,2,81.57000000000002
15,32,3,81.57000000000002
15,32,4,81.56999999999881
15,32,5,81.57000000000002
15,33,1,89.52000000000001
15,33,2,89.52000000000001
15,33,3,89.52000000000001
15,33,4,89.52000000000001
15,33,5,89.52000000000001
15,34,1,89.52000000000001
15,34,2,89.52000000000001
15,34,3,89.52000000000001
15,34,4,89.52000000000001
15,34,5,89.52000000000001
15,35,1,89.52000000000001
15,35,2,89.52000000000004
15,35,3,89.52000000000004
15,35,4,89.52000000000001
15,35,5,89.52000000000001
15,36,1,89.52000000000001
15,36,2,89.52000000000004
15,36,3,89.52000000000001
15,36,4,89.52000000000001
15,36,5,89.52000000000001
15,37,1,89.52000000000001
15,37,2,89.51999999999964
15,37,3,89.52000000000004
15,37,4,89.51999999999987
15,37,5,89.52000000000001
15,38,1,89.52
15,38,2,89.52
15,38,3,89.51999999999963
15,38,4,89.52000000000001
15,38,5,89.52000000000001
15,39,1,89.52000000000001
15,39,2,89.52000000000001
15,39,3,89.52000000000001
15,39,4,89.52000000000001
15,39,5,89.51999999999941
15,40,1,89.52000000000002
15,40,2,89.52000000000001
15,40,3,89.51999999999964
15,40,4,89.52000000000001
15,40,5,89.52000000000001
15,41,1,78.91999999999959
15,41,2,78.92000000000002
15,41,3,78.92
15,41,4,78.91999999999973
15,41,5,78.92000000000002
15,42,1,78.92000000000002
15,42,2,78.91999999999972
15,42,3,78.92000000000002
15,42,4,78.92000000000002
15,42,5,78.92000000000002
15,43,1,78.92
15,43,2,78.91999999999962
15,43,3,78.92000000000002
15,43,4,78.92000000000002
15,43,5,78.92000000000002
15,44,1,78.91999999999973
15,44,2,78.92
15,44,3,78.92000000000002
15,44,4,78.92000000000002
15,44,5,78.92000000000002
15,45,1,63.01999999999998
15,45,2,63.02
15,45,3,63.01999999999999
15,45,4,63.02000000000001
15,45,5,63.02000000000001
15,46,1,63.02000000000001
15,46,2,63.02000000000002
15,46,3,63.02000000000002
15,46,4,63.02000000000001
15,46,5,63.02
15,47,1,63.019999999999996
15,47,2,63.02000000000001
15,47,3,63.02000000000001
15,47,4,63.02000000000001
15,47,5,63.02000000000001
15,48,1,63.02
15,48,2,63.02
15,48,3,63.01999999999999
15,48,4,63.01999999999987
15,48,5,63.02
