Central,Semana,Temporada,Caudal_m3s
5,14,5,13.2988
5,15,1,20.03875
5,15,2,20.03875
5,15,3,20.03875
5,15,4,20.0388
5,15,5,20.0388
5,16,1,41.25625
5,16,2,41.25625
5,16,3,41.25625
5,16,4,41.2563
5,16,5,41.2563
5,17,1,31.737142857142857
5,17,2,31.737142857142857
5,17,3,31.737142857142857
5,17,4,31.7371
5,17,5,31.7371
5,18,1,4.249006499999908
5,18,2,4.249006499999908
5,18,3,4.249006499999908
5,18,4,4.248999999999924
5,18,5,25.15
5,19,1,130.79375
5,19,2,130.79375
5,19,3,130.79375
5,19,4,130.7938
5,19,5,130.7938
5,20,1,67.7225
5,20,2,67.7225
5,20,3,67.7225
5,20,4,67.7225
5,20,5,67.7225
5,21,1,51.364285714285714
5,21,2,51.364285714285714
5,21,3,51.364285714285714
5,21,4,51.3643
5,21,5,51.3643
5,22,1,80.0075
5,22,2,80.0075
5,22,3,80.0075
5,22,4,80.0075
5,22,5,80.0075
5,23,1,85.58142857142856
5,23,2,85.58142857142856
5,23,3,85.58142857142856
5,23,4,85.5814
5,24,1,42.35125000000001
5,24,2,42.35125000000001
5,24,3,42.35125000000001
5,24,4,28.49318010068265
5,24,5,26.99401660671529
5,25,1,33.39714285714285
5,26,2,25.975
5,26,4,25.975
5,26,5,25.975
5,27,2,25.95125
5,27,4,25.9513
5,27,5,25.9513
5,28,1,31.505
5,28,3,31.505
5,28,4,31.505
5,28,5,31.505
5,29,3,30.11285714285714
5,29,4,30.1129
5,29,5,30.1129
5,30,3,31.45875
5,30,4,7.8295602708216165
5,30,5,31.4588
5,31,2,35.18571428571428
5,31,3,35.18571428571428
5,31,4,21.93396711397301
5,31,5,35.1857
5,32,1,35.3525
5,32,2,35.3525
5,32,3,35.3525
5,32,4,35.3525
5,32,5,35.3525
5,33,1,30.222857142857144
5,33,4,30.2229
5,33,5,30.2229
5,34,4,26.005
5,34,5,26.005
5,35,1,21.0075
5,35,2,21.0075
5,35,3,21.0075
5,35,4,21.0075
5,35,5,21.0075
5,36,1,17.52875
5,36,2,17.52875
5,36,3,17.52875
5,36,4,17.5288
5,36,5,17.5288
5,37,1,14.154285714285715
5,37,2,14.154285714285715
5,37,3,1.7391713127804564
5,37,4,14.1543
5,37,5,1.2379166067157996
5,38,1,13.01625
5,38,2,5.062408084235216
5,38,3,8.064572027065736
5,38,4,13.0163
5,38,5,13.0163
5,39,1,3.2429577721149485
5,39,2,11.946250000000001
5,39,3,11.946250000000001
5,39,4,11.9463
5,39,5,11.9463
5,40,1,8.503376958979487
5,40,2,10.36875
5,40,3,10.36875
5,40,4,10.3688
5,40,5,10.3688
5,41,1,9.167142857142855
5,41,2,9.167142857142855
5,41,3,9.167142857142855
5,41,4,9.1671
5,41,5,9.1671
5,42,1,8.667142857142856
5,42,2,8.667142857142856
5,42,3,8.667142857142856
5,42,4,8.6671
5,42,5,8.6671
5,43,1,7.7385714285714275
5,43,2,7.7385714285714275
5,43,3,7.7385714285714275
5,43,4,7.7386
5,43,5,7.7386
5,44,1,7.168750000000001
5,44,2,7.168750000000001
5,44,3,7.168750000000001
5,44,4,7.1688
5,44,5,7.1688
5,45,1,6.447142857142857
5,45,2,6.447142857142857
5,45,3,6.447142857142857
5,45,4,6.4471
5,45,5,6.4471
5,46,1,5.8549999999999995
5,46,2,5.8549999999999995
5,46,3,5.8549999999999995
5,46,4,5.855
5,46,5,5.855
5,47,1,6.1375
5,47,2,6.1375
5,47,3,6.1375
5,47,4,6.1375
5,47,5,6.1375
5,48,1,5.446249999999999
5,48,2,5.446249999999999
5,48,3,5.446249999999999
5,48,4,5.4463
5,48,5,5.4463
6,8,1,9.80125
6,8,2,9.80125
6,8,3,9.80125
6,9,1,12.265245211721052
6,9,2,12.265245211721052
6,11,2,6.852857142857142
6,14,1,13.29875
6,14,4,13.2988
6,14,5,13.2988
6,15,1,4.034085375000032
6,15,2,4.034085375000032
6,15,5,4.034100000000009
6,18,5,20.901000000000053
6,24,3,34.37933600000001
6,25,1,33.39714285714285
6,26,2,25.975
6,27,2,25.95125
6,27,4,25.9513
6,28,1,31.505
6,28,3,31.505
6,28,4,29.845015906245294
6,28,5,31.505
6,29,3,30.11285714285714
6,29,4,30.1129
6,30,3,31.45875
6,30,5,31.4588
6,31,2,35.18571428571428
6,31,3,35.18571428571428
6,32,1,35.3525
6,32,2,35.3525
6,32,3,35.3525
6,32,4,33.0778809729336
6,32,5,35.3525
6,33,1,30.222857142857144
6,34,5,26.005
6,35,2,21.0075
6,36,2,17.52875
6,37,2,14.154285714285715
6,38,1,13.01625
7,5,1,8.66638471949284
7,6,1,4.79524062143301
7,7,1,8.996224041814202
7,8,1,29.66013179254881
7,8,2,20.15969311038137
7,8,3,15.160941361038596
7,11,1,33.26754838543829
7,11,2,23.768923593435915
7,11,3,19.267484942633303
7,11,4,13.092314285714219
7,11,5,7.745220897558078
7,14,1,2.2382377668167663
7,14,2,2.2382377668167663
7,14,3,2.2382377668167663
7,14,4,2.238200000000049
7,14,5,2.238200000000049
7,15,3,4.034085375000032
7,15,4,4.034100000000009
7,23,1,272.7986786668142
7,23,3,136.71952339328476
7,23,5,51.1380833932847
7,24,1,34.37933600000001
7,24,2,34.37933600000001
7,25,2,51.4879838903389
7,25,3,27.120000000000005
7,25,4,27.120000000000005
7,26,1,45.92739254254883
7,26,3,27.120000000000005
7,26,5,53.095
7,27,1,54.278064542548805
7,27,3,23.17747873773348
7,27,5,53.07130000000001
7,28,2,62.28987836293689
7,29,1,66.174196083145
7,29,2,59.675750362936895
7,29,5,57.2329
7,30,1,69.79677108314505
7,30,2,63.298325362936936
7,31,1,91.86949317381072
7,31,5,62.3057
7,33,2,61.91340045490128
7,33,3,27.120000000000005
7,33,4,3.946280972933323
7,33,5,5.4467680480187255
7,34,1,57.038325956866885
7,34,2,50.53961183991194
7,34,3,25.29846266093864
7,34,5,5.618168823994921
7,35,1,55.14719032215535
7,35,2,29.12219108991195
7,35,3,46.629302643284745
7,35,4,11.158118183370755
7,35,5,47.129761164864505
7,36,1,40.46504643775779
7,36,2,16.43657904092828
7,36,3,30.966622643284154
7,37,1,22.414840616329258
7,37,2,1.262992630049581
7,38,1,1.4354950907173816
7,39,2,2.2046689172528744
8,19,1,430.5720381668458
8,19,2,330.4737444157639
8,19,3,326.47371939931907
8,19,4,324.4728071110386
8,19,5,326.473719899319
8,25,1,58.488284666814224
8,25,5,27.120000000000005
8,26,2,38.92892536293692
8,27,2,47.2795973629369
8,27,4,27.120000000000005
8,28,1,69.2883455425488
8,28,3,27.120000000000005
8,28,5,27.120000000000005
8,29,3,27.120000000000005
8,29,4,27.120000000000005
8,30,3,27.120000000000005
8,30,5,19.191734176075357
8,31,2,73.66712755419769
8,31,3,27.120000000000005
8,32,1,120.68143888416556
8,32,2,84.83705500000329
8,32,3,27.120000000000005
8,32,5,27.120000000000005
8,33,1,75.82373236885931
9,5,1,12.1
9,5,2,10.76876434433585
9,5,3,5.2677854213547874
9,6,1,12.1
9,6,2,6.8971091672532765
9,6,3,1.8967717427834287
9,7,1,12.1
9,7,2,11.095744235381645
9,7,3,6.096992486038872
9,8,1,12.1
9,8,2,12.1
9,8,3,12.1
9,9,1,12.1
9,9,2,12.1
9,9,3,12.1
9,9,4,10.63689999999984
9,9,5,10.63689999999984
9,10,1,12.1
9,10,2,12.1
9,10,3,12.1
9,10,4,12.1
9,10,5,12.1
9,11,1,12.1
9,11,2,12.1
9,11,3,12.1
9,11,4,12.1
9,11,5,12.1
9,12,1,12.1
9,12,2,12.1
9,12,3,12.1
9,12,4,12.1
9,12,5,12.1
9,13,1,12.1
9,13,2,12.1
9,13,3,12.1
9,13,4,12.1
9,13,5,12.1
9,14,1,12.1
9,14,2,12.1
9,14,3,12.1
9,14,4,12.1
9,14,5,12.1
9,15,1,12.1
9,15,2,12.1
9,15,3,12.1
9,15,4,12.1
9,15,5,12.1
9,16,1,12.1
9,16,2,12.1
9,16,3,12.1
9,16,4,12.1
9,16,5,12.1
9,17,1,12.1
9,17,2,12.1
9,17,3,12.1
9,17,4,12.1
9,17,5,12.1
9,18,1,12.1
9,18,2,12.1
9,18,3,12.1
9,18,4,12.1
9,18,5,12.1
9,19,1,442.6720381668458
9,19,2,342.57374441576394
9,19,3,338.5737193993191
9,19,4,336.5728071110386
9,19,5,338.57371989931903
9,20,1,12.1
9,20,2,12.1
9,20,3,12.1
9,20,4,12.1
9,20,5,12.1
9,21,1,12.1
9,21,2,12.1
9,21,3,12.1
9,21,4,12.1
9,21,5,12.1
9,22,1,12.1
9,22,2,12.1
9,22,3,12.1
9,22,4,12.1
9,22,5,12.1
9,23,1,12.1
9,23,2,12.1
9,23,3,12.1
9,23,4,12.1
9,23,5,12.1
9,24,1,12.1
9,24,2,12.1
9,24,3,12.1
9,24,4,12.1
9,24,5,12.1
9,25,1,70.58828466681423
9,25,2,12.1
9,25,3,12.1
9,25,4,12.1
9,25,5,39.22000000000001
9,26,1,12.1
9,26,2,51.02892536293693
9,26,3,12.1
9,26,4,12.1
9,26,5,12.1
9,27,1,12.1
9,27,2,59.379597362936906
9,27,3,12.1
9,27,4,39.22000000000001
9,27,5,12.1
9,28,1,81.3883455425488
9,28,2,12.1
9,28,3,39.22000000000001
9,28,4,12.1
9,28,5,39.22000000000001
9,29,1,12.1
9,29,2,12.1
9,29,3,39.22000000000001
9,29,4,39.22000000000001
9,29,5,12.1
9,30,1,12.1
9,30,2,12.1
9,30,3,39.22000000000001
9,30,4,12.1
9,30,5,31.291734176075366
9,31,1,12.1
9,31,2,85.7671275541977
9,31,3,39.22000000000001
9,31,4,12.1
9,31,5,12.1
9,32,1,132.78143888416557
9,32,2,96.9370550000033
9,32,3,39.22000000000001
9,32,4,12.1
9,32,5,39.22000000000001
9,33,1,87.92373236885932
9,33,2,12.1
9,33,3,12.1
9,33,4,12.1
9,33,5,12.1
9,34,1,12.1
9,34,2,12.1
9,34,3,12.1
9,34,4,12.1
9,34,5,12.1
9,35,1,12.1
9,35,2,12.1
9,35,3,12.1
9,35,4,12.1
9,35,5,12.1
9,36,1,12.1
9,36,2,12.1
9,36,3,12.1
9,36,4,12.1
9,36,5,12.1
9,37,1,12.1
9,37,2,12.1
9,37,3,12.1
9,37,4,12.1
9,37,5,12.1
9,38,1,12.1
9,38,2,12.1
9,38,3,12.1
9,38,4,12.1
9,38,5,12.1
9,39,1,12.1
9,39,2,12.1
9,39,3,11.30369838602762
9,39,4,11.303732886027674
9,39,5,11.803180972933617
9,40,1,12.1
9,40,2,7.46524786038195
9,40,3,4.467408899319182
9,40,4,4.467419899319552
9,40,5,4.702958625604651
9,41,1,8.229019564103496
9,41,2,2.2292461460964574
9,42,1,5.474983934771174
9,43,1,1.2720081380988262
10,1,3,118.14971346145578
10,1,4,115.64792251406715
10,2,2,122.71582384202227
10,2,3,117.21545128358301
10,2,5,67.11999999999995
10,3,1,128.05578441308452
10,3,4,109.55657442271772
10,3,5,67.12
10,4,1,136.26016780227437
10,4,2,126.26025190634866
10,4,3,120.75985973418321
10,4,4,118.26107442271373
10,4,5,85.04695201218941
10,5,1,166.57031207752533
10,5,2,156.57269170236833
10,5,3,151.07171277938727
10,5,5,58.47145731170743
10,6,2,149.7333785003308
10,6,3,144.7330410758609
10,6,4,80.07723287414629
10,6,5,114.48440832657634
10,7,1,177.5143684577763
10,7,2,167.51388865134373
10,7,5,156.41809999999998
10,8,3,213.6735537209762
10,8,4,128.38759999999994
10,8,5,176.6114
10,9,3,209.57109262676954
10,10,2,234.5331180429925
10,10,3,234.5331180429925
10,10,5,234.5331
10,11,3,185.96868472973915
10,11,4,179.79351428571425
10,12,2,450.9538521681974
10,12,3,450.9538521681974
10,12,4,450.95390000000003
10,12,5,450.95390000000003
10,13,2,209.1709860990045
10,13,3,209.1709860990045
10,14,2,166.9285765667339
10,14,3,166.9285765667339
10,15,1,173.4325
10,16,5,245.20710000000003
10,17,2,214.84292642857145
10,18,1,216.51750000000004
10,19,2,730.6654949157639
10,19,5,726.665519899319
10,20,4,235.29490000000004
10,21,1,198.39688957142857
10,21,3,198.39688957142857
10,21,4,198.39690000000002
10,21,5,198.39690000000002
10,22,1,261.081021
10,22,2,261.081021
10,22,5,261.081
10,23,1,577.9275386668144
10,23,2,305.12886000000015
10,23,3,441.8483833932849
10,24,2,218.0625
10,24,4,197.5413198993174
10,25,2,247.38996646176747
10,25,4,223.02190000000002
10,26,1,211.30239254254883
10,26,4,139.4
10,27,1,219.6293145425488
10,27,2,212.6308473629369
10,27,4,192.47129999999999
10,28,5,198.02500000000003
10,29,2,229.18860750579404
10,29,3,196.63285714285718
10,29,4,196.6329
10,29,5,196.6329
10,30,1,240.65552108314506
10,30,3,197.97875
10,30,4,163.0292397291784
10,30,5,190.05053417607536
10,31,3,201.7057142857143
10,32,1,295.4339388841655
10,32,2,259.5895550000033
10,32,4,172.47788097293363
10,33,1,245.44658951171647
10,33,3,196.74285714285713
10,33,4,143.34628097293333
10,34,2,215.94461183991194
10,34,4,139.4
10,34,5,171.02316882399492
10,35,1,194.54719032215536
10,35,2,189.52969108991198
10,36,1,179.86504643775783
10,36,2,173.36532904092832
10,36,3,170.3666226432842
10,36,4,139.4
10,36,5,139.4
10,37,1,169.5673357591864
10,37,2,162.56977348719244
10,37,3,159.56760954436243
10,37,4,147.1525
10,37,5,160.0688833932842
10,38,1,171.34389809071735
10,38,3,161.8438309729333
10,39,1,168.55716422788504
10,39,4,159.05763288602768
10,39,5,159.55708097293362
10,40,1,164.0392090410205
10,40,2,157.53908386038194
10,40,5,154.77675862560466
10,41,2,153.31537314609642
10,41,3,150.31753418503325
10,41,4,150.317519899319
10,42,1,157.7497203633426
10,42,3,148.75112785290125
10,42,4,148.75109928147265
10,43,1,152.92291785238342
10,43,2,146.92454687915023
10,44,1,155.0233215925276
10,44,3,146.0227870731927
10,44,4,146.02279761876284
10,45,2,146.18115348295512
10,45,4,143.18096599278311
10,45,5,144.18109928147305
10,46,1,145.49726478762616
10,46,2,139.49507451170805
10,46,4,136.49630711103862
10,47,1,147.38175084179068
10,47,2,141.88018058318093
10,47,3,138.8814067212862
10,47,4,138.8815071110386
10,48,1,143.9633302210815
10,48,2,138.4637252167696
10,48,3,135.46351484480977
10,48,4,132.05189211454856
11,1,1,67.34408692008554
11,1,2,56.52952392507366
11,1,3,51.02971346145577
11,1,4,48.52792251406714
11,2,1,66.59445991836553
11,2,2,55.59582384202226
11,2,3,50.09545128358301
11,2,4,19.609155462846182
11,3,1,60.93578441308452
11,3,2,50.43572729363005
11,3,3,45.437036784174424
11,3,4,42.43657442271771
11,4,1,69.14016780227513
11,4,2,59.14025190634867
11,4,3,53.63985973418321
11,4,4,51.14107442271374
11,4,5,17.926952012189403
11,5,1,146.57031207752533
11,5,2,136.57269170236833
11,5,3,131.07171277938727
11,5,4,90.48647941398333
11,5,5,38.47145731170743
11,6,1,139.73150995451053
11,6,2,129.7333785003308
11,6,3,124.73304107586092
11,6,4,60.07723287414629
11,6,5,94.48440832657634
11,7,1,157.51436845777627
11,7,2,147.51388865134373
11,7,3,142.51513690200096
11,7,4,51.03379999999907
11,7,5,136.4181
11,8,1,207.71274937876714
11,8,2,198.67230547031895
11,8,3,193.67355372097617
11,8,4,108.38759999999994
11,8,5,156.6114
11,9,1,189.57109262676954
11,9,2,189.57109262676954
11,9,3,189.57109262676954
11,9,4,175.84269999999987
11,9,5,175.8426999999998
11,10,1,165.65885305423646
11,10,2,165.65885305423646
11,10,3,165.65885305423646
11,10,4,165.65890000000005
11,10,5,165.65890000000005
11,11,1,179.96874817254414
11,11,2,170.4701233805417
11,11,3,165.96868472973915
11,11,4,159.79351428571425
11,11,5,154.4464208975581
11,13,1,120.66342223394017
11,13,2,120.66342223394017
11,13,3,120.66342223394017
11,13,4,120.6634
11,13,5,120.6634
11,14,1,146.92857656673388
11,14,2,146.92857656673388
11,14,3,146.92857656673388
11,14,4,146.92860000000005
11,14,5,146.92860000000005
11,15,1,153.4325
11,15,2,153.4325
11,15,3,153.4325
11,15,4,153.4325
11,15,5,153.4325
11,16,1,156.01125000000005
11,16,2,156.01125000000005
11,16,3,156.01125000000005
11,16,4,156.0112
11,16,5,156.0112
11,17,1,184.38
11,17,2,184.38
11,17,3,184.38
11,17,4,184.38000000000002
11,17,5,184.38000000000002
11,18,1,196.51750000000007
11,18,2,196.51750000000007
11,18,3,196.51750000000007
11,18,4,196.51750000000007
11,18,5,196.51750000000007
11,19,1,146.56875000000005
11,19,2,146.56875000000005
11,19,3,146.56875000000005
11,19,4,146.5687
11,19,5,146.5687
11,20,1,103.285
11,20,2,103.285
11,20,3,103.285
11,20,4,103.285
11,20,5,103.285
11,21,1,121.13714285714285
11,21,2,121.13714285714285
11,21,3,121.13714285714285
11,21,4,121.13710000000002
11,21,5,121.13710000000002
11,22,1,123.43125000000002
11,22,2,123.43124999999996
11,22,3,123.43124999999996
11,22,4,123.43120000000003
11,22,5,123.43120000000003
11,23,1,124.70857142857153
11,23,2,124.70857142857147
11,23,3,124.70857142857147
11,23,4,124.70860000000005
11,23,5,124.70859999999993
11,24,1,145.64249999999998
11,24,2,145.64249999999998
11,24,3,145.64249999999998
11,24,4,125.12131989931741
11,24,5,126.62048339328469
11,25,1,163.42026723824273
11,25,2,156.41996646176744
11,25,3,132.05198257142854
11,25,4,132.0519
11,25,5,132.0519
11,26,1,120.33239254254882
11,26,2,113.3339253629369
11,26,3,101.52499999999999
11,26,4,48.42999999999998
11,26,5,101.52499999999999
11,27,1,128.65931454254877
11,27,2,121.66084736293689
11,27,3,97.55872873773349
11,27,4,101.50129999999997
11,27,5,101.50130000000003
11,28,1,149.22334554254877
11,28,2,142.22487836293686
11,28,3,107.05500000000002
11,28,4,78.27501590624532
11,28,5,107.05500000000002
11,29,1,134.11705322600216
11,29,2,127.61860750579403
11,29,3,95.06285714285718
11,29,4,95.06290000000001
11,29,5,95.06290000000001
11,30,1,139.08552108314507
11,30,2,132.58707536293696
11,30,3,96.40874999999998
